ID	WKT
3855	VERTCS["EGM2008_Geoid",VDATUM["EGM2008_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
3886	VERTCS["Fao_1979",VDATUM["Fao_1979"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
3900	VERTCS["N2000_height",VDATUM["N2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
4440	VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
4458	VERTCS["Dunedin_Bluff_1960_height",VDATUM["Dunedin_Bluff_1960"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5193	VERTCS["Incheon_height",VDATUM["Incheon"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5195	VERTCS["Trieste_height",VDATUM["Trieste"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5214	VERTCS["Genoa_height",VDATUM["Genoa"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5237	VERTCS["SLVD_height",VDATUM["Sri_Lanka_Vertical_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5317	VERTCS["FVR09_height",VDATUM["Faroe_Islands_Vertical_Reference_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5336	VERTCS["Black_Sea_Depth",VDATUM["Black_Sea"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5597	VERTCS["FCSVR10_Height",VDATUM["Fehmarnbelt_Vertical_Reference_2010"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5600	VERTCS["NGPF",VDATUM["Nivellement_General_de_Polynesie_Francaise"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5601	VERTCS["IGN_1966",VDATUM["IGN_1966"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5602	VERTCS["Moorea_SAU_1981",VDATUM["Moorea_SAU_1981"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5603	VERTCS["Raiatea_SAU_2001",VDATUM["Raiatea_SAU_2001"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5604	VERTCS["Maupiti_SAU_2001",VDATUM["Maupiti_SAU_2001"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5605	VERTCS["Huahine_SAU_2001",VDATUM["Huahine_SAU_2001"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5606	VERTCS["Tahaa_SAU_2001",VDATUM["Tahaa_SAU_2001"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5607	VERTCS["Bora_Bora_SAU_2001",VDATUM["Bora_Bora_SAU_2001"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5608	VERTCS["IGLD_1955",VDATUM["International_Great_Lakes_Datum_1955"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5609	VERTCS["IGLD_1985",VDATUM["International_Great_Lakes_Datum_1985"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5610	VERTCS["HVRS_1971",VDATUM["Croatian_Vertical_Reference_System_1971"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5611	VERTCS["Caspian_height",VDATUM["Caspian_Sea"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5612	VERTCS["Baltic_depth",VDATUM["Baltic_Sea"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5613	VERTCS["RH2000",VDATUM["Rikets_Hojdsystem_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5614	VERTCS["KOC_WD_depth_ft",VDATUM["KOC_Well_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Foot",0.3048]]
5615	VERTCS["RH1900",VDATUM["Rikets_Hojdsystem_1900"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5616	VERTCS["IGN_1988_LS",VDATUM["IGN_1988_LS"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5617	VERTCS["IGN_1988_MG",VDATUM["IGN_1988_MG"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5618	VERTCS["IGN_1992_LD",VDATUM["IGN_1992_LD"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5619	VERTCS["IGN_1988_SB",VDATUM["IGN_1988_SB"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5620	VERTCS["IGN_1988_SM",VDATUM["IGN_1988_SM"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5621	VERTCS["EVRF_2007",VDATUM["European_Vertical_Reference_Frame_2007"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5701	VERTCS["Newlyn",VDATUM["Ordnance_Datum_Newlyn"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5702	VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]]
5703	VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5705	VERTCS["Baltic",VDATUM["Baltic_Sea"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5706	VERTCS["Caspian",VDATUM["Caspian_Sea"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5709	VERTCS["NAP",VDATUM["Normaal_Amsterdams_Peil"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5710	VERTCS["Oostende",VDATUM["Oostende"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5711	VERTCS["AHD",VDATUM["Australian_Height_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5712	VERTCS["AHD_Tasmania",VDATUM["Australian_Height_Datum_Tasmania"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5713	VERTCS["CGVD_1928",VDATUM["Canadian_Geodetic_Vertical_Datum_of_1928"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5714	VERTCS["MSL_Height",VDATUM["Mean_Sea_Level"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5715	VERTCS["MSL_Depth",VDATUM["Mean_Sea_Level"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5716	VERTCS["Piraeus",VDATUM["Piraeus_Harbour_1986"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5717	VERTCS["N60",VDATUM["Helsinki_1960"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5718	VERTCS["RH70",VDATUM["Rikets_Hojdsystem_1970"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5719	VERTCS["NGF_Lallemand",VDATUM["Nivellement_General_de_la_France_Lallemand"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5720	VERTCS["NGF_IGN69",VDATUM["Nivellement_General_de_la_France_IGN69"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5721	VERTCS["NGF_IGN78",VDATUM["Nivellement_General_de_la_France_IGN78"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5722	VERTCS["Maputo",VDATUM["Maputo"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5723	VERTCS["Japanese_Standard_Levelling_Datum_1949",VDATUM["Japanese_Standard_Levelling_Datum_1949"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5724	VERTCS["PDO_Height_Datum_1993",VDATUM["PDO_Height_Datum_1993"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5725	VERTCS["Fahud_Height_Datum_1993",VDATUM["Fahud_Height_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5726	VERTCS["Ha_Tien_1960",VDATUM["Ha_Tien_1960"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5727	VERTCS["Hon_Dau_1992",VDATUM["Hon_Dau_1992"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5728	VERTCS["LN_1902",VDATUM["Landesnivellement_1902"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5729	VERTCS["LHN95",VDATUM["Landeshohennetz_1995"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5730	VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5731	VERTCS["Malin_Head",VDATUM["Malin_Head"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5732	VERTCS["Belfast",VDATUM["Belfast"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5733	VERTCS["Dansk_Normal_Nul",VDATUM["Dansk_Normal_Nul"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5734	VERTCS["AIOC95_Depth",VDATUM["AIOC_1995"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5735	VERTCS["Black_Sea",VDATUM["Black_Sea"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5736	VERTCS["Yellow_Sea_1956",VDATUM["Yellow_Sea_1956"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5737	VERTCS["Yellow_Sea_1985",VDATUM["Yellow_Sea_1985"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5738	VERTCS["Hong_Kong_Principal_Datum",VDATUM["Hong_Kong_Principal_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5739	VERTCS["Hong_Kong_Chart_Datum",VDATUM["Hong_Kong_Chart_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5740	VERTCS["Newlyn_Orkney_Isles",VDATUM["Ordnance_Datum_Newlyn_Orkney_Isles"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5741	VERTCS["Fair_Isle",VDATUM["Fair_Isle"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5742	VERTCS["Lerwick",VDATUM["Lerwick"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5743	VERTCS["Foula",VDATUM["Foula"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5744	VERTCS["Sule_Skerry",VDATUM["Sule_Skerry"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5745	VERTCS["North_Rona",VDATUM["North_Rona"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5746	VERTCS["Stornoway",VDATUM["Stornoway"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5747	VERTCS["St_Kilda",VDATUM["St_Kilda"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5748	VERTCS["Flannan_Isles",VDATUM["Flannan_Isles"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5749	VERTCS["St_Marys",VDATUM["St_Marys"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5750	VERTCS["Douglas",VDATUM["Douglas"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5751	VERTCS["Fao",VDATUM["Fao"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5752	VERTCS["Bandar_Abbas",VDATUM["Bandar_Abbas"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5753	VERTCS["NGNC",VDATUM["Nivellement_General_de_Nouvelle_Caledonie"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5754	VERTCS["Poolbeg",VDATUM["Poolbeg"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_British_1936",0.3048007491]]
5755	VERTCS["NGG_1977",VDATUM["Nivellement_General_Guyanais_1977"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5756	VERTCS["IGN_1987",VDATUM["IGN_1987"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5757	VERTCS["IGN_1988",VDATUM["IGN_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5758	VERTCS["IGN_1989",VDATUM["IGN_1989"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5759	VERTCS["Auckland",VDATUM["Auckland"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5760	VERTCS["Bluff",VDATUM["Bluff"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5761	VERTCS["Dunedin",VDATUM["Dunedin"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5762	VERTCS["Gisborne",VDATUM["Gisborne"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5763	VERTCS["Lyttleton",VDATUM["Lyttleton"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5764	VERTCS["Moturiki",VDATUM["Moturiki"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5765	VERTCS["Napier",VDATUM["Napier"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5766	VERTCS["Nelson",VDATUM["Nelson"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5767	VERTCS["One_Tree_Point",VDATUM["One_Tree_Point"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5768	VERTCS["Tararu",VDATUM["Tararu"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5769	VERTCS["Taranaki",VDATUM["Taranaki"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5770	VERTCS["Wellington",VDATUM["Wellington"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5771	VERTCS["Chatham_Island",VDATUM["Chatham_Island"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5772	VERTCS["Stewart_Island",VDATUM["Stewart_Island"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5773	VERTCS["EGM96_Geoid",VDATUM["EGM96_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5774	VERTCS["NG_L",VDATUM["Nivellement_General_du_Luxembourg"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5775	VERTCS["Antalya",VDATUM["Antalya"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5776	VERTCS["NN54",VDATUM["Norway_Normal_Nul_1954"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5777	VERTCS["Durres",VDATUM["Durres"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5778	VERTCS["GHA",VDATUM["Gebrauchshohen_Adria"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5779	VERTCS["NVN99",VDATUM["National_Vertical_Network_1999"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5780	VERTCS["Cascais",VDATUM["Cascais"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5781	VERTCS["Constanta",VDATUM["Constanta"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5782	VERTCS["Alicante",VDATUM["Alicante"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5783	VERTCS["DHHN92",VDATUM["Deutches_Haupthohennetz_1992"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5784	VERTCS["DHHN85",VDATUM["Deutches_Haupthohennetz_1985"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5785	VERTCS["SNN76",VDATUM["SNN76"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5786	VERTCS["Baltic_1982",VDATUM["Baltic_1982"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5787	VERTCS["EOMA_1980",VDATUM["Baltic_1980"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5788	VERTCS["Kuwait_PWD",VDATUM["Kuwait_PWD"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5789	VERTCS["KOC_Well_Datum",VDATUM["KOC_Well_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5790	VERTCS["KOC_Construction_Datum",VDATUM["KOC_Construction_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5791	VERTCS["NGC_1948",VDATUM["Nivellement_General_de_la_Corse_1948"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5792	VERTCS["Danger_1950",VDATUM["Danger_1950"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5793	VERTCS["Mayotte_1950",VDATUM["Mayotte_1950"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5794	VERTCS["Martinique_1955",VDATUM["Martinique_1955"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5795	VERTCS["Guadeloupe_1951",VDATUM["Guadeloupe_1951"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5796	VERTCS["Lagos_1955",VDATUM["Lagos_1955"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5797	VERTCS["AIOC95_Height",VDATUM["AIOC_1995"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5798	VERTCS["EGM84_Geoid",VDATUM["EGM84_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5799	VERTCS["DVR90",VDATUM["Dansk_Vertical_Reference_1990"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5829	VERTCS["Instantaneous_Water_Level_Height",VDATUM["Sea_Level"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5831	VERTCS["Instantaneous_Water_Level_Depth",VDATUM["Sea_Level"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5861	VERTCS["LAT_Depth",VDATUM["Lowest_Astronomic_Tide"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5862	VERTCS["LLWLT_Depth",VDATUM["Lower_Low_Water_Large_Tide"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5863	VERTCS["ISLW_Depth",VDATUM["Indian_Spring_Low_Water"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5864	VERTCS["MLLWS_Depth",VDATUM["Mean_Lower_Low_Water_Spring_Tides"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5865	VERTCS["MLWS_Depth",VDATUM["Mean_Low_Water_Spring_Tides"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5866	VERTCS["MLLW_Depth",VDATUM["Mean_Lower_Low_Water"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5867	VERTCS["MLW_Depth",VDATUM["Mean_Low_Water"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5868	VERTCS["MHW_Height",VDATUM["Mean_High_Water"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5869	VERTCS["MHHW_Height",VDATUM["Mean_Higher_High_Water"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5870	VERTCS["MHWS_Height",VDATUM["Mean_High_Water_Spring_Tides"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5871	VERTCS["HHWLT_Height",VDATUM["Higher_High_Water_Large_Tide"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5872	VERTCS["HAT_Height",VDATUM["Highest_Astronomic_Tide"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5873	VERTCS["Low_Water_Depth",VDATUM["Low_Water"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Meter",1.0]]
5874	VERTCS["High_Water_Height",VDATUM["High_Water"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
5941	VERTCS["NN2000_height",VDATUM["Norway_Normal_Null_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
105700	VERTCS["WGS_1984_Geoid",VDATUM["WGS_1984_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
105703	VERTCS["NAVD_1988_Foot_US",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]]
115700	VERTCS["WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
115701	VERTCS["ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
115702	VERTCS["NAD_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]
